公司名称                     	 联系人    	 电话 {:<}     	 地址 {:<} 	
 东莞市科英玛智能科技有限公司	     	杨先生	     	17307694135	     	广东 东莞东莞市虎门镇北栅东坊路东方商业大厦A座805
东莞厚德实业国际有限公司	     	邵先生	     	15622960512	     	广东 东莞
深圳市赛特微电子有限公司	     	高先生	     	13554822289	     	广东 深圳福田区上步工业园302栋万元大厦412
广州巨淼网络科技有限公司	     	张雅萍	     	18855706868	     	广东 广州广州省白云区黄园路
深圳拓朗科技有限公司	     	Kenneth	     	13546654455	     	广东 深圳
深圳市屏瑞电子有限公司	     	李刚	     	15818586502	     	广东 深圳
深圳市吉瑞光电有限公司	     	蒋衡亮	     	13684951708	     	广东 深圳
深圳市中韩精机设备有限公司	     	梁涛	     	13823221570	     	广东 深圳深圳市宝安区 沙井镇蚝三上星工业区七栋三楼公司官网：www.ck-smt.com
深圳市八拿电子有限公司	     	黄曾伟	     	13798323726	     	广东 深圳
深圳维特智能科技有限公司	     	朱必红	     	18689491686	     	广东 深圳
深圳市凯利讯科技有限公司	     	Alice Chan	     	13302933531	     	广东 深圳
广东统佳光电科技股份有限公司	     	覃光泰	     	15220411119	     	广东 东莞
天空创新科技（深圳）有限公司	     	肖恩	     	13538009150	     	广东 深圳深圳龙还观澜观光路美泰科技园
东莞市宇顺塑胶电子有限公司	     	李生	     	13322610858	     	广东 东莞东莞市长安镇新安社区上西路二巷10号公司电话：0769-85319208-86
西赛姆科技（深圳）有限公司	     	赵先生	     	18126519718	     	广东 深圳
西安捷东电器有限公司	     	曹先生	     	18143353033	     	广东 深圳
深圳市酷宁科技有限公司	     	吴京	     	18926755239	     	广东 深圳
深圳市新恒基电气有限公司	     	罗扶满	     	13923458320	     	广东 深圳
深圳华为科技有限公司	     	黄海	     	15777079378	     	广东 深圳
东莞市长河电子有限公司	     	雍女士	     	15107690949	     	广东 东莞东莞市常平镇元江元新南村上是下路
深圳市美科达电子有限公司	     	阙英龙	     	13719519434	     	广东 深圳
深圳星阳电子商务有限公司	     	陈俊	     	17603089749	     	广东 深圳
深圳市移动能科技有限公司	     	姚聪	     	13828899396	     	广东 深圳观澜街道福民路168好福苑工业区2栋4楼
